ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ
ⲁⲡⲉϩⲣⲟⲟⲩ	ⲁ|ⲡⲉ|ϩⲣⲟⲟⲩ
ⲛⲛⲕⲉⲗⲉⲃⲓⲛ	ⲛ|ⲛ|ⲕⲉⲗⲉⲃⲓⲛ
ⲙⲛⲛϩⲁⲧⲏⲣ	ⲙⲛ|ⲛ|ϩⲁⲧⲏⲣ
ⲧⲁⲣⲁⲥⲥⲉ	ⲧⲁⲣⲁⲥⲥⲉ
ⲉⲩⲃⲱⲗ	ⲉ|ⲩ|ⲃⲱⲗ
ϩⲓⲧⲛⲧⲙⲛⲧⲥⲟϭ	ϩⲓⲧⲛ|ⲧ|ⲙⲛⲧⲥⲟϭ
ⲛⲥⲉⲇⲉⲕⲓⲁⲥ	ⲛ|ⲥⲉⲇⲉⲕⲓⲁⲥ
ⲉⲡⲡⲉⲧⲟⲩⲁⲁⲃ	ⲉ|ⲡ|ⲡⲉⲧⲟⲩⲁⲁⲃ
ⲥⲧⲉⲫⲁⲛⲟⲥ	ⲥⲧⲉⲫⲁⲛⲟⲥ
ϫⲉⲥⲟⲗⲟⲙⲱⲛ	ϫⲉ|ⲥⲟⲗⲟⲙⲱⲛ
ⲙⲁⲣⲉⲡⲉⲧϫⲟⲥⲉ	ⲙⲁⲣⲉ|ⲡ|ⲉⲧ|ϫⲟⲥⲉ
ϩⲛⲧⲁⲙⲓⲟ	ϩⲛ|ⲧⲁⲙⲓⲟ
ϫⲉⲟⲛⲧⲟⲥ	ϫⲉ|ⲟⲛⲧⲟⲥ
ⲉⲁϥⲫⲟⲣⲉⲓ	ⲉ|ⲁ|ϥ|ⲫⲟⲣⲉⲓ
ⲛⲧⲉⲛϩⲉ	ⲛ|ⲧⲉⲛ|ϩⲉ
ϣⲁⲧⲛⲛⲟⲃⲉ	ϣⲁⲧⲛ|ⲛⲟⲃⲉ
ⲡⲉⲓⲣⲡⲉ	ⲡⲉⲓ|ⲣⲡⲉ
ⲉⲛⲧⲁⲡⲉⲛⲥⲱⲧⲏⲣ	ⲉⲛⲧ|ⲁ|ⲡⲉⲛ|ⲥⲱⲧⲏⲣ
ⲫⲟⲣⲉⲓ	ⲫⲟⲣⲉⲓ
ϫⲉⲡⲉⲕⲣⲡⲉ	ϫⲉ|ⲡⲉⲕ|ⲣⲡⲉ
ϩⲛⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	ϩⲛ|ⲧ|ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ
ⲉⲙⲡⲟⲩϫⲡⲉⲣⲱⲙⲉ	ⲉ|ⲙⲡ|ⲟⲩ|ϫⲡⲉ|ⲣⲱⲙⲉ
ⲉⲡⲁⲥⲟⲗⲟⲙⲱⲛ	ⲉ|ⲡⲁ|ⲥⲟⲗⲟⲙⲱⲛ
ⲉⲛⲧⲁⲥϣⲱⲡⲉ	ⲉⲛⲧ|ⲁ|ⲥ|ϣⲱⲡⲉ
ⲃⲁⲥⲓⲗⲓⲟⲩ	ⲃⲁⲥⲓⲗⲓⲟⲩ
ⲉⲡⲓⲥⲕⲟⲡⲟⲩ	ⲉⲡⲓⲥⲕⲟⲡⲟⲩ
ⲛϩⲗⲗⲟ	ⲛ|ϩⲗⲗⲟ
ⲉϭⲛⲟⲩϩⲗⲗⲟ	ⲉ|ϭⲛ|ⲟⲩ|ϩⲗⲗⲟ
ⲕⲁⲧⲁⲡⲁϩⲏⲧ	ⲕⲁⲧⲁ|ⲡⲁ|ϩⲏⲧ
ⲧⲁⲙⲟⲩ	ⲧⲁ|ⲙⲟⲩ
ϫⲉⲕⲁⲗⲱⲥ	ϫⲉ|ⲕⲁⲗⲱⲥ
ⲉⲕϣⲓⲛⲉ	ⲉ|ⲕ|ϣⲓⲛⲉ
ⲁϥⲧⲱⲕ	ⲁ|ϥ|ⲧⲱⲕ
ⲛⲧⲉⲣⲉⲡϩⲗⲗⲟ	ⲛⲧⲉⲣⲉ|ⲡ|ϩⲗⲗⲟ
ⲉⲧⲉϥⲙⲉⲉⲩⲉ	ⲉ|ⲧⲉϥ|ⲙⲉⲉⲩⲉ
ϫⲉⲉⲕϣⲁⲛϭⲛⲟⲩϩⲗⲗⲟ	ϫⲉ|ⲉⲕϣⲁⲛ|ϭⲛ|ⲟⲩ|ϩⲗⲗⲟ
ⲕⲁⲧⲁⲡⲉⲕⲟⲩⲱϣ	ⲕⲁⲧⲁ|ⲡⲉⲕ|ⲟⲩⲱϣ
ⲉⲕⲟⲩⲱϣ	ⲉ|ⲕ|ⲟⲩⲱϣ
ϫⲉⲥⲉ	ϫⲉ|ⲥⲉ
ⲧⲱⲛⲟⲩ	ⲧⲱⲛⲟⲩ
ⲉⲕⲉⲟⲩⲁϩⲕ	ⲉⲕⲉ|ⲟⲩⲁϩ|ⲕ
ⲛⲥⲁⲡⲟⲩⲱϣ	ⲛⲥⲁ|ⲡ|ⲟⲩⲱϣ
ϩⲩⲡⲉⲣⲉⲭⲓⲟⲥ	ϩⲩⲡⲉⲣⲉⲭⲓⲟⲥ
ϫⲉⲡϩⲩⲙⲛⲟⲥ	ϫⲉ|ⲡ|ϩⲩⲙⲛⲟⲥ
ⲙⲛⲧⲙⲉⲗⲉⲧⲏ	ⲙⲛ|ⲧ|ⲙⲉⲗⲉⲧⲏ
ϣⲁⲩϭⲱϫϥ	ϣⲁ|ⲩ|ϭⲱϫ|ϥ
ⲛⲙⲡⲟⲗⲏⲙⲟⲥ	ⲛ|ⲙ|ⲡⲟⲗⲏⲙⲟⲥ
ϫⲉⲁ	ϫⲉ|ⲁ
ⲉⲡⲙⲟⲛⲁⲭⲟⲥ	ⲉ|ⲡ|ⲙⲟⲛⲁⲭⲟⲥ
ⲉⲫⲟⲣⲉⲓ	ⲉ|ⲫⲟⲣⲉⲓ
ⲉⲛⲉϫ	ⲉ|ⲛⲉϫ
ⲧⲉϥϣⲧⲏⲛ	ⲧⲉϥ|ϣⲧⲏⲛ
ⲛⲧⲉϥⲣⲓ	ⲛ|ⲧⲉϥ|ⲣⲓ
ⲧⲁⲓⲟⲥ	ⲧⲁⲓⲟ|ⲥ
ⲉϥⲓⲧⲥ	ⲉ|ϥⲓⲧ|ⲥ
ⲉϥⲉⲫⲟⲣⲉⲓ	ⲉϥⲉ|ⲫⲟⲣⲉⲓ
ⲟⲩⲱϣⲃ	ⲟⲩⲱϣⲃ
ⲙⲡⲣⲙⲟⲩ	ⲙⲡⲣ|ⲙⲟⲩ
ϫⲉⲡⲁⲣⲁⲛ	ϫⲉ|ⲡⲁ|ⲣⲁⲛ
ⲉⲧⲉⲡⲉϥⲟⲩⲱϩⲙ	ⲉⲧⲉ|ⲡⲉϥ|ⲟⲩⲱϩⲙ
ⲡⲉⲕⲗⲟⲙ	ⲡⲉ|ⲕⲗⲟⲙ
ⲛϯⲛⲁⲑⲩⲥⲓⲁⲍⲉ	ⲛ|ϯ|ⲛⲁ|ⲑⲩⲥⲓⲁⲍⲉ
ⲉⲓⲉϫⲓ	ⲉⲓⲉ|ϫⲓ
ⲉⲧⲉⲡⲁⲣⲁⲛ	ⲉⲧⲉ|ⲡⲁ|ⲣⲁⲛ
ⲉⲧⲣⲉⲩⲙⲟⲣⲥ	ⲉ|ⲧⲣⲉ|ⲩ|ⲙⲟⲣ|ⲥ
ⲉⲃⲛⲛⲉ	ⲉ|ⲃⲛⲛⲉ
ⲛⲥⲉϯⲙⲁⲛⲓⲛ	ⲛ|ⲥⲉ|ϯⲙⲁⲛⲓⲛ
ϣⲁⲛⲧⲉϩⲉⲧⲟⲩ	ϣⲁⲛⲧⲉ|ϩⲉⲧ|ⲟⲩ
ⲧⲱⲣⲕ	ⲧⲱⲣⲕ
ⲛⲥⲉⲕⲁⲁⲩ	ⲛ|ⲥⲉ|ⲕⲁⲁ|ⲩ
ϩⲛⲟⲩⲛϣⲟⲧ	ϩⲛ|ⲟⲩ|ⲛϣⲟⲧ
ⲁⲥⲡⲱⲣϫ	ⲁ|ⲥ|ⲡⲱⲣϫ
ⲉⲧⲉⲥⲙⲏⲧⲉ	ⲉ|ⲧⲉⲥ|ⲙⲏⲧⲉ
ⲁⲥⲣⲥⲛⲁⲩ	ⲁ|ⲥ|ⲣⲥⲛⲁⲩ
ⲁⲥϫⲱⲕ	ⲁ|ⲥ|ϫⲱⲕ
ⲛⲧⲉⲥⲙⲁⲣⲧⲩⲣⲓⲁ	ⲛ|ⲧⲉⲥ|ⲙⲁⲣⲧⲩⲣⲓⲁ
ϣⲁⲛⲡⲉ	ϣⲁ|ⲛ|ⲡⲉ
ⲛⲧⲁⲥⲙⲉⲣⲓⲧϥ	ⲛⲧ|ⲁ|ⲥ|ⲙⲉⲣⲓⲧ|ϥ
ⲁϥϯⲁⲡⲟⲫⲁⲥⲓⲥ	ⲁ|ϥ|ϯⲁⲡⲟⲫⲁⲥⲓⲥ
ⲉⲁⲡⲁ	ⲉ|ⲁⲡⲁ
ⲛⲧⲉⲓⲙⲛⲧⲣⲙⲙⲁⲟ	ⲛ|ⲧⲉⲓ|ⲙⲛⲧⲣⲙⲙⲁⲟ
ⲛⲧⲁⲩϭⲟⲗⲡⲟⲩ	ⲛⲧ|ⲁ|ⲩ|ϭⲟⲗⲡ|ⲟⲩ
ⲙⲛⲛⲥⲁⲡⲁⲙⲟⲩ	ⲙⲛⲛⲥⲁ|ⲡⲁ|ⲙⲟⲩ
ⲧⲉⲧⲛⲛⲁⲙⲟⲩ	ⲧⲉⲧⲛ|ⲛⲁ|ⲙⲟⲩ
ⲙⲡϫⲱⲕ	ⲙ|ⲡ|ϫⲱⲕ
ⲙⲡⲁⲙⲛⲧⲟⲩⲉ	ⲙ|ⲡⲁ|ⲙⲛⲧⲟⲩⲉ
ⲟⲩⲛⲟⲩⲉⲕⲥⲧⲁⲥⲓⲥ	ⲟⲩⲛ|ⲟⲩ|ⲉⲕⲥⲧⲁⲥⲓⲥ
ⲛⲧⲉⲛϩⲉⲛϯⲙⲉ	ⲛⲧⲉ|ⲛ|ϩⲉⲛ|ϯⲙⲉ
ⲟⲩⲱϭⲥ	ⲟⲩⲱϭⲥ
ϥⲛⲁⲁⲗⲉ	ϥ|ⲛⲁ|ⲁⲗⲉ
ⲛⲉϥⲉϫⲏⲩ	ⲛⲉϥ|ⲉϫⲏⲩ
ϫⲉⲉϥⲛⲁϣⲟⲗⲟⲩ	ϫⲉ|ⲉ|ϥ|ⲛⲁ|ϣⲟⲗ|ⲟⲩ
ⲉⲩϣⲁⲛⲙⲟⲟⲛⲉ	ⲉⲩϣⲁⲛ|ⲙⲟⲟⲛⲉ
ⲡⲉⲕⲣⲟ	ⲡⲉ|ⲕⲣⲟ
ϩⲙⲡⲡⲁϣⲥ	ϩⲙ|ⲡ|ⲡⲁϣⲥ
ϥⲛⲁⲡⲱϣⲥ	ϥ|ⲛⲁ|ⲡⲱϣⲥ
ⲛⲧⲉⲡⲙⲟⲛⲟⲃⲟⲗⲓⲥ	ⲛ|ⲧⲉ|ⲡ|ⲙⲟⲛⲟⲃⲟⲗⲓⲥ
ϩⲛⲧⲉϥⲟⲩⲣⲏⲏⲧⲉ	ϩⲛ|ⲧⲉϥ|ⲟⲩⲣⲏⲏⲧⲉ
ⲛⲥⲣⲟⲩⲟⲙⲟⲙⲉ	ⲛ|ⲥ|ⲣⲟⲩⲟⲙⲟⲙⲉ
ϩⲙⲡϫⲱⲕ	ϩⲙ|ⲡ|ϫⲱⲕ
ⲙⲡⲁϫⲟⲩⲧⲁϥⲧⲉ	ⲙ|ⲡⲁ|ϫⲟⲩⲧⲁϥⲧⲉ
ⲛⲉⲥⲕⲉⲡⲧⲱⲣ	ⲛⲉ|ⲥⲕⲉⲡⲧⲱⲣ
ⲙⲛⲛⲉϩⲣⲏⲧⲱⲣ	ⲙⲛ|ⲛⲉ|ϩⲣⲏⲧⲱⲣ
ⲛⲁⲃⲱⲕ	ⲛⲁ|ⲃⲱⲕ
ⲛⲥⲉⲁⲣⲓⲥⲧⲁ	ⲛ|ⲥⲉ|ⲁⲣⲓⲥⲧⲁ
ⲙⲡⲁϣⲙⲟⲩⲛ	ⲙ|ⲡⲁ|ϣⲙⲟⲩⲛ
ⲛⲧⲉⲡⲏⲓ	ⲛⲧⲉ|ⲡ|ⲏⲓ
ⲉⲛⲉⲩ	ⲉ|ⲛ|ⲉⲩ
ⲁⲥⲧⲉⲣⲓⲟⲥ	ⲁⲥⲧⲉⲣⲓⲟⲥ
ⲡⲉⲡⲣⲁⲓⲡⲱⲥⲓⲧⲱⲥ	ⲡⲉ|ⲡⲣⲁⲓⲡⲱⲥⲓⲧⲱⲥ
ⲙⲡⲕⲁⲥⲧⲣⲟⲛ	ⲙ|ⲡ|ⲕⲁⲥⲧⲣⲟⲛ
ⲡⲉⲛⲧⲁϥϯⲗⲓⲃⲉⲗⲗⲟⲥ	ⲡ|ⲉⲛⲧ|ⲁ|ϥ|ϯⲗⲓⲃⲉⲗⲗⲟⲥ
ⲙⲡⲕⲱⲙⲉⲥ	ⲙ|ⲡ|ⲕⲱⲙⲉⲥ
ϣⲁⲛⲧϥⲃⲁⲥⲁⲛⲓⲍⲉ	ϣⲁⲛⲧ|ϥ|ⲃⲁⲥⲁⲛⲓⲍⲉ
ϥⲛⲁϩⲱⲕ	ϥ|ⲛⲁ|ϩⲱⲕ
ⲛⲧⲉϥⲉⲓⲱ	ⲛ|ⲧⲉϥ|ⲉⲓⲱ
ⲉⲡⲙϩⲓⲧ	ⲉ|ⲡ|ⲙϩⲓⲧ
ⲛϥϩⲓⲟⲩⲉ	ⲛ|ϥ|ϩⲓⲟⲩⲉ
ⲛⲥⲗⲟⲕⲥϥ	ⲛ|ⲥⲗⲟⲕⲥ|ϥ
ⲙⲛⲛⲥⲁⲙⲏⲧ	ⲙⲛⲛⲥⲁ|ⲙⲏⲧ
ⲛⲁⲣⲱⲙⲉ	ⲛⲁ|ⲣⲱⲙⲉ
ⲉⲩϣⲓⲛⲉ	ⲉ|ⲩ|ϣⲓⲛⲉ
ⲛⲥⲁⲡⲁⲥⲱⲙⲁ	ⲛⲥⲁ|ⲡⲁ|ⲥⲱⲙⲁ
ⲉⲓϣⲱⲡ	ⲉ|ⲓ|ϣⲱⲡ
ⲛⲧⲁⲕⲁⲓⲥⲉ	ⲛ|ⲧⲁ|ⲕⲁⲓⲥⲉ
ⲙⲛⲧⲁⲧⲏⲃⲉ	ⲙⲛ|ⲧⲁ|ⲧⲏⲃⲉ
ⲛⲛⲉⲩⲕⲟⲥⲧ	ⲛ|ⲛⲉⲩ|ⲕⲟⲥⲧ
ϩⲛⲟⲩⲕⲁⲓⲥⲉ	ϩⲛ|ⲟⲩ|ⲕⲁⲓⲥⲉ
ⲙⲡⲣⲕⲱⲗⲩ	ⲙⲡⲣ|ⲕⲱⲗⲩ
ⲉⲩϣⲁⲛϣⲓⲛⲉ	ⲉⲩϣⲁⲛ|ϣⲓⲛⲉ
ⲡⲉⲥⲕⲩⲗⲙⲟⲥ	ⲡⲉ|ⲥⲕⲩⲗⲙⲟⲥ
ⲛⲁϣⲉ	ⲛⲁϣⲉ
ⲉⲧⲟⲩⲛⲁϣⲱⲡⲉ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ϣⲱⲡⲉ
ⲉⲧⲟⲩⲛⲁⲕⲁ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲕⲁ
ⲡⲁⲥⲱⲙⲁ	ⲡⲁ|ⲥⲱⲙⲁ
ⲛⲉⲭⲱⲣⲁ	ⲛⲉ|ⲭⲱⲣⲁ
ⲙⲡⲁⲧⲟⲡⲟⲥ	ⲙ|ⲡⲁ|ⲧⲟⲡⲟⲥ
ⲉⲧⲟⲩⲛⲁϥⲓ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ϥⲓ
ⲛⲧⲁⲁⲡⲉ	ⲛ|ⲧⲁ|ⲁⲡⲉ
ⲉⲧⲃⲉⲛϭⲟⲙ	ⲉⲧⲃⲉ|ⲛ|ϭⲟⲙ
ϫⲉⲁⲛⲅⲟⲩϣⲏⲣⲉ	ϫⲉ|ⲁⲛⲅ|ⲟⲩ|ϣⲏⲣⲉ
ⲉⲓϩⲛϫⲟⲩⲱⲧⲉ	ⲉ|ⲓ|ϩⲛ|ϫⲟⲩⲱⲧⲉ
ϯϣⲓⲛⲉ	ϯ|ϣⲓⲛⲉ
ϫⲉⲉⲓⲛⲁⲃⲱⲕ	ϫⲉ|ⲉ|ⲓ|ⲛⲁ|ⲃⲱⲕ
ⲉⲧⲓϭⲱϣⲧ	ⲉⲧ|ⲓ|ϭⲱϣⲧ
ⲁϥⲧⲁϩⲟⲓ	ⲁ|ϥ|ⲧⲁϩⲟ|ⲓ
ⲁⲩϩⲉⲕⲡⲉⲭⲁⲙⲱⲥ	ⲁ|ⲩ|ϩⲉⲕ|ⲡⲉ|ⲭⲁⲙⲱⲥ
ⲙⲡⲕⲉⲥⲧⲱⲛⲁⲣⲓⲟⲥ	ⲙ|ⲡ|ⲕⲉⲥⲧⲱⲛⲁⲣⲓⲟⲥ
ϫⲉⲡⲟⲗϭⲧ	ϫⲉ|ⲡⲟⲗϭⲧ
ⲉⲧⲃⲉⲛⲁⲅⲅⲉⲗⲟⲥ	ⲉⲧⲃⲉ|ⲛ|ⲁⲅⲅⲉⲗⲟⲥ
ⲉⲧⲕⲁⲧⲉⲭⲉ	ⲉⲧ|ⲕⲁⲧⲉⲭⲉ
ⲙⲡϥⲣ..	ⲙⲡ|ϥ|ⲣ..
ⲛϭⲓⲡⲕⲉⲥⲧⲱⲛⲁⲣⲓⲟⲥ	ⲛϭⲓ|ⲡ|ⲕⲉⲥⲧⲱⲛⲁⲣⲓⲟⲥ
ⲁϥϩⲟⲕϥ	ⲁ|ϥ|ϩⲟⲕ|ϥ
ⲁⲧⲉϥⲁⲡⲉ	ⲁ|ⲧⲉϥ|ⲁⲡⲉ
ⲉⲓⲛⲥⲁⲧⲕⲟⲩⲕⲉ	ⲉ|ⲓ|ⲛⲥⲁ|ⲧ|ⲕⲟⲩⲕⲉ
ⲉϥϩⲁⲃⲁⲥⲁⲛⲟⲥ	ⲉ|ϥ|ϩⲁⲃⲁⲥⲁⲛⲟⲥ
ⲉⲣⲉⲡⲉϥⲡⲛⲉⲩⲙⲁ	ⲉⲣⲉ|ⲡⲉϥ|ⲡⲛⲉⲩⲙⲁ
ⲁϥϭⲱϣⲧ	ⲁ|ϥ|ϭⲱϣⲧ
ⲉϩⲟⲣⲓⲟⲛ	ⲉ|ϩⲟⲣⲓⲟⲛ
ⲡⲕⲟⲩⲣⲥⲟⲛ	ⲡ|ⲕⲟⲩⲣⲥⲟⲛ
ⲛⲧⲉⲓⲥⲏϥⲉ	ⲛ|ⲧⲉⲓ|ⲥⲏϥⲉ
ⲛⲅϫⲟⲕⲧ	ⲛ|ⲅ|ϫⲟⲕⲧ
ϫⲉⲁⲡⲉⲓⲁⲥⲉⲃⲏⲥ	ϫⲉ|ⲁ|ⲡⲉⲓ|ⲁⲥⲉⲃⲏⲥ
ⲛⲣⲙⲥⲓⲟⲟⲩⲧ	ⲛ|ⲣⲙⲥⲓⲟⲟⲩⲧ
ⲣϩⲁϩ	ⲣϩⲁϩ
ϩⲙⲡⲁⲱⲛϩ	ϩⲙ|ⲡⲁ|ⲱⲛϩ
ϩⲙⲡⲁⲕⲉⲙⲟⲩ	ϩⲙ|ⲡⲁ|ⲕⲉ|ⲙⲟⲩ
ⲁϥϩⲉϫϩⲉϫ	ⲁ|ϥ|ϩⲉϫϩⲉϫ
ϩⲟⲣⲓⲟⲛ	ϩⲟⲣⲓⲟⲛ
ⲡⲕⲟⲩⲣⲥⲱⲛ	ⲡ|ⲕⲟⲩⲣⲥⲱⲛ
ϫⲉⲉⲓⲛⲁ	ϫⲉ|ⲉ|ⲓ|ⲛⲁ
ⲛⲧⲟⲟⲧ	ⲛⲧⲟⲟⲧ
ⲉϫⲙⲡⲁϣⲃⲏⲣ	ⲉϫⲙ|ⲡⲁ|ϣⲃⲏⲣ
ⲙⲛⲧⲁⲛⲁⲅⲕⲏ	ⲙⲛ|ⲧ|ⲁⲛⲁⲅⲕⲏ
ⲉⲧϩⲓϫⲱⲕ	ⲉⲧ|ϩⲓϫⲱ|ⲕ
ϫⲉⲙⲡⲉⲓ	ϫⲉ|ⲙ|ⲡ|ⲉⲓ
ⲉϫⲛⲟⲩϩⲁⲗⲏⲧ	ⲉϫⲛ|ⲟⲩ|ϩⲁⲗⲏⲧ
ⲉⲡⲱϩⲧ	ⲉ|ⲡⲱϩⲧ
ⲉⲧⲣⲁⲛⲧⲟⲟⲧ	ⲉ|ⲧⲣⲁ|ⲛⲧⲟⲟⲧ
ⲁⲣⲓⲡⲁⲙⲉⲉⲩⲉ	ⲁⲣⲓ|ⲡⲁ|ⲙⲉⲉⲩⲉ
ⲉⲧⲉⲕⲛⲁⲃⲱⲕ	ⲉ|ⲧⲉⲕ|ⲛⲁ|ⲃⲱⲕ
ϫⲉⲉⲣⲉⲡϫⲟⲉⲓⲥ	ϫⲉ|ⲉⲣⲉ|ⲡ|ϫⲟⲉⲓⲥ
ⲉϥⲉⲉⲓⲣⲉ	ⲉϥⲉ|ⲉⲓⲣⲉ
ϩⲛⲧⲉⲓⲣⲟⲙⲡⲉ	ϩⲛ|ⲧⲉⲓ|ⲣⲟⲙⲡⲉ
ⲛⲧⲉⲡⲉⲭⲑⲣⲟⲥ	ⲛ|ⲧⲉ|ⲡⲉ|ⲭⲑⲣⲟⲥ
ϩⲁϫⲱⲕ	ϩⲁ|ϫⲱⲕ
ⲉⲓⲟⲩⲏϩ	ⲉ|ⲓ|ⲟⲩⲏϩ
ⲉⲓϩⲩⲙⲛⲉⲩⲉ	ⲉ|ⲓ|ϩⲩⲙⲛⲉⲩⲉ
ⲡⲉϥⲥⲟⲩⲇⲁⲣⲓⲟⲛ	ⲡⲉϥ|ⲥⲟⲩⲇⲁⲣⲓⲟⲛ
ⲉⲣⲙⲡⲉϥϩⲟ	ⲉⲣ|ⲙ|ⲡⲉϥ|ϩⲟ
ⲁⲡⲕⲁⲥⲧⲣⲟⲛ	ⲁ|ⲡ|ⲕⲁⲥⲧⲣⲟⲛ
ⲙⲧⲉϥⲁⲡⲉ	ⲙ|ⲧⲉϥ|ⲁⲡⲉ
ⲛⲧⲉϥⲙⲁⲣⲧⲩⲣⲓⲁ	ⲛ|ⲧⲉϥ|ⲙⲁⲣⲧⲩⲣⲓⲁ
ⲉⲁⲩⲥⲟⲩⲉⲗⲟⲩⲱⲗⲥ	ⲉ|ⲁ|ⲩ|ⲥⲟⲩⲉⲗⲟⲩⲱⲗ|ⲥ
ϩⲛϩⲉⲛⲙⲁⲡⲡⲁ	ϩⲛ|ϩⲉⲛ|ⲙⲁⲡⲡⲁ
ⲛϣⲛⲥ	ⲛ|ϣⲛⲥ
ⲁⲛⲉⲧⲟⲩⲁⲁⲃ	ⲁ|ⲛ|ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲁⲥⲡⲁⲍⲉ	ⲁⲥⲡⲁⲍⲉ
ⲛⲧⲉⲣⲟⲩϥⲓ	ⲛⲧⲉⲣ|ⲟⲩ|ϥⲓ
ⲁⲩⲥⲛⲟϥ	ⲁ|ⲩ|ⲥⲛⲟϥ
ⲙⲛⲟⲩⲉⲣⲱⲧⲉ	ⲙⲛ|ⲟⲩ|ⲉⲣⲱⲧⲉ
ⲡⲁⲣⲙⲟⲩⲧⲉ	ⲡⲁⲣⲙⲟⲩⲧⲉ
ⲛϫⲡⲙⲏⲏⲧⲉ	ⲛ|ϫⲡ|ⲙⲏⲏⲧⲉ
ⲛⲧⲁϥϫⲟⲟⲩ	ⲛⲧ|ⲁ|ϥ|ϫⲟⲟ|ⲩ
ⲙⲡⲁⲧⲟⲩϥⲓ	ⲙⲡⲁⲧ|ⲟⲩ|ϥⲓ
ϯⲉⲓⲣⲏⲛⲏ	ϯ|ⲉⲓⲣⲏⲛⲏ
ⲛⲧⲁⲩⲣⲙⲁⲣⲧⲩⲣⲟⲥ	ⲛⲧ|ⲁ|ⲩ|ⲣⲙⲁⲣⲧⲩⲣⲟⲥ
ⲉϫⲙⲡⲣⲁⲛ	ⲉϫⲙ|ⲡ|ⲣⲁⲛ
ⲛⲣⲉϥⲧⲁⲛϩⲟ	ⲛ|ⲣⲉϥⲧⲁⲛϩⲟ
ⲉⲗⲁⲭⲓⲥⲧⲟⲥ	ⲉⲗⲁⲭⲓⲥⲧⲟⲥ
ⲇⲓⲁⲕⲟⲛⲟⲩ	ⲇⲓⲁⲕⲟⲛⲟⲩ
ⲡⲁⲓⲏⲥⲟⲩⲥ	ⲡⲁ|ⲓⲏⲥⲟⲩⲥ
ⲧⲟⲩⲙⲁⲕⲁⲣⲓⲟⲩ	ⲧⲟⲩ|ⲙⲁⲕⲁⲣⲓⲟⲩ
ⲥⲓⲥⲓⲛⲛⲓⲟⲥ	ⲥⲓⲥⲓⲛⲛⲓⲟⲥ
ⲁⲣⲭⲓⲇⲓⲁⲕⲟⲛⲟⲥ	ⲁⲣⲭⲓⲇⲓⲁⲕⲟⲛⲟⲥ
ⲧⲏⲥ	ⲧⲏⲥ
ⲁⲅⲓⲁⲥ	ⲁⲅⲓⲁⲥ
ⲉⲕⲕⲗⲉⲥⲓⲁⲥ	ⲉⲕⲕⲗⲉⲥⲓⲁⲥ
ⲧⲟⲩ	ⲧⲟⲩ
ⲁⲅⲓⲟⲩ	ⲁⲅⲓⲟⲩ
ⲡⲣⲟⲇⲣⲟⲙⲟⲩⲥ	ⲡⲣⲟⲇⲣⲟⲙⲟⲩⲥ
ⲃⲁⲡⲧⲓⲥⲧⲟⲩ	ⲃⲁⲡⲧⲓⲥⲧⲟⲩ
ⲡⲟⲗⲉⲱⲥ	ⲡⲟⲗⲉⲱⲥ
ⲗⲁⲧⲟⲛ	ⲗⲁⲧⲟⲛ
ⲉⲩⲝⲁⲥⲑⲉ	ⲉⲩⲝⲁⲥⲑⲉ
ⲉⲣⲉⲙⲟⲩ	ⲉⲣⲉⲙⲟⲩ
ⲉⲅⲱ	ⲉⲅⲱ
ⲟⲧⲁⲗⲁⲥ	ⲟⲧⲁⲗⲁⲥ
ϩⲁⲙⲁⲣⲧⲱⲗⲟⲩ	ϩⲁⲙⲁⲣⲧⲱⲗⲟⲩ
ⲁⲙⲏⲛ	ⲁⲙⲏⲛ
ⲁⲩϫⲓϣⲟϫⲛⲉ	ⲁ|ⲩ|ϫⲓϣⲟϫⲛⲉ
ⲛϭⲓⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ	ⲛϭⲓ|ⲛ|ⲁⲣⲭⲓⲉⲣⲉⲩⲥ
ⲙⲛⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	ⲙⲛ|ⲛⲉ|ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ
ⲙⲛⲡⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ	ⲙⲛ|ⲡ|ⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ
ⲁⲩⲥⲉⲛϩ	ⲁ|ⲩ|ⲥⲉⲛϩ
ⲁⲩϫⲓⲧϥ	ⲁ|ⲩ|ϫⲓⲧ|ϥ
ⲁⲩⲧⲁⲁϥ	ⲁ|ⲩ|ⲧⲁⲁ|ϥ
ⲁⲡⲓⲗⲁⲧⲟⲥ	ⲁ|ⲡⲓⲗⲁⲧⲟⲥ
ϫⲛⲟⲩϥ	ϫⲛⲟⲩ|ϥ
ⲛⲓⲟⲩⲇⲁⲓ	ⲛ|ⲓⲟⲩⲇⲁⲓ
