ϯⲡⲣⲟⲥⲉⲩⲭⲏ	ϯ|ⲡⲣⲟⲥⲉⲩⲭⲏ
ⲛⲁⲩⲉⲙⲓ	ⲛⲁ|ⲩ|ⲉⲙⲓ
ⲉⲧⲟⲩⲛⲁϫⲟϥ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ϫⲟ|ϥ
ⲙⲁⲗⲓⲥⲧⲁ	ⲙⲁⲗⲓⲥⲧⲁ
ⲛⲁⲩϣⲉⲣϩⲗⲓ	ⲛⲁ|ⲩ|ϣⲉⲣ|ϩⲗⲓ
ⲛϩⲱⲃ	ⲛ|ϩⲱⲃ
ⲉⲑⲃⲉⲡⲓⲁⲛⲁϣ	ⲉⲑⲃⲉ|ⲡⲓ|ⲁⲛⲁϣ
ⲉⲧⲁⲩⲱⲣⲕ	ⲉⲧ|ⲁ|ⲩ|ⲱⲣⲕ
ⲙⲡⲓⲇⲓⲁⲕⲱⲛ	ⲙ|ⲡⲓ|ⲇⲓⲁⲕⲱⲛ
ⲁⲩⲁⲙⲟⲛⲓ	ⲁ|ⲩ|ⲁⲙⲟⲛⲓ
ϧⲁⲧⲟⲧⲟⲩ	ϧⲁⲧⲟⲧ|ⲟⲩ
ⲛⲟⲩⲁⲃⲟⲧ	ⲛ|ⲟⲩ|ⲁⲃⲟⲧ
ϣⲁⲧⲟⲩⲥⲓ	ϣⲁⲧ|ⲟⲩ|ⲥⲓ
ⲙⲡⲉϥⲥⲁⲓ	ⲙ|ⲡⲉϥ|ⲥⲁⲓ
ϫⲉⲛⲉⲟⲩⲥⲁⲓⲉ	ϫⲉ|ⲛⲉ|ⲟⲩ|ⲥⲁⲓⲉ
ϧⲉⲛⲡⲉϥⲓⲛⲓ	ϧⲉⲛ|ⲡⲉϥ|ⲓⲛⲓ
ⲥⲭⲉⲇⲟⲛ	ⲥⲭⲉⲇⲟⲛ
ⲉϫⲟⲥ	ⲉ|ϫⲟ|ⲥ
ϫⲉⲟⲩⲁⲅⲅⲉⲗⲟⲥ	ϫⲉ|ⲟⲩ|ⲁⲅⲅⲉⲗⲟⲥ
ⲛⲁϥⲥⲁϫⲓ	ⲛⲁ|ϥ|ⲥⲁϫⲓ
ⲛⲉⲙⲱⲟⲩ	ⲛⲉⲙⲱ|ⲟⲩ
ⲉⲧⲉⲣⲛⲟϥⲣⲓ	ⲉⲧ|ⲉⲣⲛⲟϥⲣⲓ
ⲛⲛⲟⲩⲯⲩⲭⲏ	ⲛ|ⲛⲟⲩ|ⲯⲩⲭⲏ
ⲛⲓⲥⲁϫⲓ	ⲛⲓ|ⲥⲁϫⲓ
ϫⲉⲱ	ϫⲉ|ⲱ
ⲛⲁⲓⲟϯ	ⲛⲁ|ⲓⲟϯ
ⲙⲡⲣⲭⲁϩⲑⲏⲧⲉⲛ	ⲙⲡⲣ|ⲭⲁ|ϩⲑⲏ|ⲧⲉⲛ
ⲉⲧⲁⲓⲙⲉⲧⲣⲁⲙⲁⲟ	ⲉ|ⲧⲁⲓ|ⲙⲉⲧⲣⲁⲙⲁⲟ
ⲉⲧⲉⲛⲥⲙⲟⲛⲧ	ⲉⲧⲉ|ⲛ|ⲥⲙⲟⲛⲧ
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ⲙⲡⲣϣⲟⲩϣⲟⲩ	ⲙⲡⲣ|ϣⲟⲩϣⲟⲩ
ϩⲓⲧⲉⲛⲡⲁϣⲁⲓ	ϩⲓⲧⲉⲛ|ⲡ|ⲁϣⲁⲓ
ⲛⲛⲉⲧⲉⲛϩⲩⲡⲁⲣⲭⲟⲛⲧⲁ	ⲛ|ⲛⲉⲧⲉⲛ|ϩⲩⲡⲁⲣⲭⲟⲛⲧⲁ
ϫⲉⲛⲁⲓ	ϫⲉ|ⲛⲁⲓ
ⲥⲉⲛⲁⲥⲓⲛⲓ	ⲥⲉ|ⲛⲁ|ⲥⲓⲛⲓ
ⲛⲭⲱⲗⲉⲙ	ⲛ|ⲭⲱⲗⲉⲙ
ⲙⲡⲉⲛⲑⲣⲉⲛⲓⲡⲣⲟⲥⲟⲩⲥⲏⲟⲩ	ⲙⲡⲉⲛⲑⲣⲉ|ⲛⲓ|ⲡⲣⲟⲥⲟⲩⲥⲏⲟⲩ
ⲧⲁⲕⲟ	ⲧⲁⲕⲟ
ⲛⲛⲓϣⲁⲉⲛⲉϩ	ⲛ|ⲛⲓ|ϣⲁⲉⲛⲉϩ
ⲛⲧⲟⲧⲑⲏⲛⲟⲩ	ⲛⲧⲟⲧ|ⲑⲏⲛⲟⲩ
ⲙⲁⲣⲉⲛⲓⲛⲉϫⲓ	ⲙⲁⲣⲉ|ⲛⲓ|ⲛⲉϫⲓ
ⲛⲧⲉⲛⲓϩⲏⲕⲓ	ⲛⲧⲉ|ⲛⲓ|ϩⲏⲕⲓ
ⲥⲏ	ⲥⲏ
ⲉⲧⲉⲛⲟⲩⲧⲉⲛ	ⲉⲧⲉ|ⲛⲟⲩⲧⲉⲛ
ⲡⲁⲓ	ⲡⲁⲓ
ⲣⲏϯ	ⲣⲏϯ
ϩⲓⲧⲉⲛⲛⲉϥⲓⲟϯ	ϩⲓⲧⲉⲛ|ⲛⲉϥ|ⲓⲟϯ
ⲉⲡϣⲁϥⲉ	ⲉ|ⲡ|ϣⲁϥⲉ
ϫⲉⲟⲩⲙⲏϣ	ϫⲉ|ⲟⲩ|ⲙⲏϣ
ⲉϥⲉⲛⲕⲟⲧ	ⲉ|ϥ|ⲉⲛⲕⲟⲧ
ϣⲁϥⲛⲁⲩ	ϣⲁ|ϥ|ⲛⲁⲩ
ⲉⲟⲩⲭⲉⲣⲟⲩⲃⲓⲙ	ⲉ|ⲟⲩ|ⲭⲉⲣⲟⲩⲃⲓⲙ
ⲉϥϩⲱⲃⲥ	ⲉ|ϥ|ϩⲱⲃⲥ
ⲛⲛⲉϥⲧⲉⲛϩ	ⲛ|ⲛⲉϥ|ⲧⲉⲛϩ
ϣⲁⲧⲉϥⲧⲱⲛϥ	ϣⲁⲧⲉ|ϥ|ⲧⲱⲛ|ϥ
ⲡⲓⲛⲕⲟⲧ	ⲡⲓ|ⲛⲕⲟⲧ
ⲡⲁⲓⲣⲏϯ	ⲡⲁⲓ|ⲣⲏϯ
ⲉϥϩⲱⲗ	ⲉ|ϥ|ϩⲱⲗ
ⲉⲛⲓⲫⲏⲟⲩⲓ	ⲉ|ⲛⲓ|ⲫⲏⲟⲩⲓ
ⲛⲓϩⲙⲟⲧ	ⲛⲓ|ϩⲙⲟⲧ
ⲛⲁⲧⲥⲁϫⲓ	ⲛ|ⲁⲧⲥⲁϫⲓ
ⲉⲣⲉⲫⲛⲟⲩϯ	ⲉⲣⲉ|ⲫ|ⲛⲟⲩϯ
ⲛⲛⲓϣⲏⲣⲓ	ⲛ|ⲛⲓ|ϣⲏⲣⲓ
ⲛⲧⲉⲛⲓⲣⲱⲙⲓ	ⲛⲧⲉ|ⲛⲓ|ⲣⲱⲙⲓ
ⲁⲙⲱⲓⲛⲓ	ⲁⲙⲱⲓⲛⲓ
ⲉⲡⲧⲁⲓⲟ	ⲉ|ⲡ|ⲧⲁⲓⲟ
ⲙⲡⲁⲓⲣⲱⲙⲓ	ⲙ|ⲡⲁⲓ|ⲣⲱⲙⲓ
ⲉⲣⲉⲛⲓⲭⲉⲣⲟⲩⲃⲓⲙ	ⲉⲣⲉ|ⲛⲓ|ⲭⲉⲣⲟⲩⲃⲓⲙ
ⲉⲣϧⲏⲓⲃⲓ	ⲉⲣϧⲏⲓⲃⲓ
ϫⲉⲓⲥϫⲉⲛⲛⲓⲉϩⲟⲟⲩ	ϫⲉ|ⲓⲥϫⲉⲛ|ⲛⲓ|ⲉϩⲟⲟⲩ
ⲉⲧⲁⲩϫⲫⲟϥ	ⲉⲧ|ⲁ|ⲩ|ϫⲫⲟ|ϥ
ϣⲁⲧⲉϥϣⲉ	ϣⲁⲧⲉ|ϥ|ϣⲉ
ϩⲁⲫⲛⲟⲩϯ	ϩⲁ|ⲫ|ⲛⲟⲩϯ
ⲙⲡⲉϩⲗⲓ	ⲙⲡⲉ|ϩⲗⲓ
ⲛⲥⲩⲛⲟⲩⲥⲓⲁ	ⲛ|ⲥⲩⲛⲟⲩⲥⲓⲁ
ⲛϩⲱⲟⲩⲧ	ⲛ|ϩⲱⲟⲩⲧ
ϫⲉϣⲁⲣⲉⲡⲁⲅⲅⲉⲗⲟⲥ	ϫⲉ|ϣⲁⲣⲉ|ⲡ|ⲁⲅⲅⲉⲗⲟⲥ
ϩⲓⲕⲟⲧ	ϩⲓⲕⲟⲧ
ⲙⲡⲕⲱϯ	ⲙ|ⲡ|ⲕⲱϯ
ⲛⲟⲩⲟⲛ	ⲛ|ⲟⲩⲟⲛ
ⲉⲧⲉⲣϩⲟϯ	ⲉⲧ|ⲉⲣϩⲟϯ
ϧⲁⲧⲉϥϩⲏ	ϧⲁ|ⲧⲉϥ|ϩⲏ
ϥⲛⲁⲛⲁϩⲙⲟⲩ	ϥ|ⲛⲁ|ⲛⲁϩⲙ|ⲟⲩ
ⲙⲉⲛⲉⲛⲥⲁⲡⲓⲁⲃⲟⲧ	ⲙⲉⲛⲉⲛⲥⲁ|ⲡⲓ|ⲁⲃⲟⲧ
ⲛⲁⲩⲉⲣϩⲙⲟⲧ	ⲛⲁ|ⲩ|ⲉⲣϩⲙⲟⲧ
ⲛⲁϥⲉⲣⲯⲁⲗⲗⲉⲓⲛ	ⲛⲁ|ϥ|ⲉⲣⲯⲁⲗⲗⲉⲓⲛ
ⲛⲉⲙⲡⲓⲡⲣⲟⲫⲏⲧⲏⲥ	ⲛⲉⲙ|ⲡⲓ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ϫⲉϧⲉⲛⲡⲁⲛⲟⲩϯ	ϫⲉ|ϧⲉⲛ|ⲡⲁ|ⲛⲟⲩϯ
ϯⲛⲁⲟⲩⲱⲧⲉⲃ	ϯ|ⲛⲁ|ⲟⲩⲱⲧⲉⲃ
ⲡⲟⲩⲥⲟⲃⲧ	ⲡⲟⲩ|ⲥⲟⲃⲧ
ϫⲉⲡⲓⲫⲁϣ	ϫⲉ|ⲡⲓ|ⲫⲁϣ
ⲁϥϧⲟⲙϧⲉⲙ	ⲁ|ϥ|ϧⲟⲙϧⲉⲙ
ϫⲉⲧⲉⲕⲟⲩⲓⲛⲁⲙ	ϫⲉ|ⲧⲉⲕ|ⲟⲩⲓⲛⲁⲙ
ⲛϭⲟⲉⲓⲥ	ⲛ|ϭⲟⲉⲓⲥ
ⲁⲥⲓⲣⲓⲛⲟⲩϫⲟⲙ	ⲁ|ⲥ|ⲓⲣⲓ|ⲛ|ⲟⲩ|ϫⲟⲙ
ⲡⲓⲧⲱⲟⲩ	ⲡⲓ|ⲧⲱⲟⲩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲡⲓⲑⲉⲟⲗⲟⲅⲟⲥ	ⲙ|ⲡⲓ|ⲑⲉⲟⲗⲟⲅⲟⲥ
ϫⲉⲙⲟⲓ	ϫⲉ|ⲙⲟⲓ
ⲙⲡϣⲁϥⲉ	ⲙ|ⲡ|ϣⲁϥⲉ
ⲛⲉⲙⲡⲭⲣⲓⲥⲧⲟⲥ	ⲛⲉⲙ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲛϫⲉⲡⲉϥⲓⲱⲧ	ⲛϫⲉ|ⲡⲉϥ|ⲓⲱⲧ
ⲉϥϯ	ⲉ|ϥ|ϯ
ϧⲉⲛⲛⲉϥϩⲃⲏⲟⲩⲓ	ϧⲉⲛ|ⲛⲉϥ|ϩⲃⲏⲟⲩⲓ
ⲛⲓⲏⲥⲟⲩ	ⲛ|ⲓⲏⲥⲟⲩ
ⲉϥϣⲉⲙϣⲓ	ⲉ|ϥ|ϣⲉⲙϣⲓ
ⲙⲙⲱⲩⲥⲏⲥ	ⲙ|ⲙⲱⲩⲥⲏⲥ
ⲉϥⲛⲁⲩ	ⲉ|ϥ|ⲛⲁⲩ
ⲉⲧⲡⲟⲗⲓⲧⲉⲓⲁ	ⲉ|ⲧ|ⲡⲟⲗⲓⲧⲉⲓⲁ
ⲛⲛⲓⲥⲛⲏⲟⲩ	ⲛ|ⲛⲓ|ⲥⲛⲏⲟⲩ
ϧⲉⲛⲡⲓⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	ϧⲉⲛ|ⲡⲓ|ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ
ⲉⲩⲙⲟϣⲓ	ⲉ|ⲩ|ⲙⲟϣⲓ
ϧⲉⲛⲟⲩⲕⲱⲧ	ϧⲉⲛ|ⲟⲩ|ⲕⲱⲧ
ⲛⲉⲙⲟⲩⲁⲣⲉϩ	ⲛⲉⲙ|ⲟⲩ|ⲁⲣⲉϩ
ⲉⲩⲟⲩⲟⲧⲉⲃ	ⲉ|ⲩ|ⲟⲩⲟⲧⲉⲃ
ⲉⲛⲟⲩⲉⲣⲏⲩ	ⲉ|ⲛⲟⲩ|ⲉⲣⲏⲩ
ϧⲉⲛⲧⲁⲣⲉⲧⲏ	ϧⲉⲛ|ⲧ|ⲁⲣⲉⲧⲏ
ⲛϩⲁⲛϣϣⲏⲛ	ⲛ|ϩⲁⲛ|ϣϣⲏⲛ
ⲉⲩⲟⲡⲧ	ⲉ|ⲩ|ⲟⲡⲧ
ⲛⲕⲁⲣⲡⲟⲥ	ⲛ|ⲕⲁⲣⲡⲟⲥ
ⲛⲉϥⲁⲣⲉⲧⲏ	ⲛⲉϥ|ⲁⲣⲉⲧⲏ
ⲉⲧⲁϥⲟⲩⲟⲛϩ	ⲉⲧ|ⲁ|ϥ|ⲟⲩⲟⲛϩ
ⲛⲧⲉϥⲉⲣⲥⲁⲡϣⲱⲓ	ⲛⲧⲉ|ϥ|ⲉⲣ|ⲥⲁ|ⲡ|ϣⲱⲓ
ⲉⲧϧⲉⲛⲡⲓⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	ⲉⲧ|ϧⲉⲛ|ⲡⲓ|ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ
ϯⲥⲁⲣⲝ	ϯ|ⲥⲁⲣⲝ
ⲁϥⲑⲉⲃⲓⲟⲥ	ⲁ|ϥ|ⲑⲉⲃⲓⲟ|ⲥ
ϧⲓⲧⲉⲛⲡϧⲓⲥⲓ	ϧⲓⲧⲉⲛ|ⲡ|ϧⲓⲥⲓ
ⲛⲛⲓⲁⲥⲕⲏⲥⲓⲥ	ⲛ|ⲛⲓ|ⲁⲥⲕⲏⲥⲓⲥ
ⲛⲉⲟⲩⲣⲉⲙⲣⲁⲩϣ	ⲛⲉ|ⲟⲩ|ⲣⲉⲙⲣⲁⲩϣ
ⲛⲑⲉⲃⲓⲉ	ⲛ|ⲑⲉⲃⲓⲉ
ⲉϥⲉⲣⲕⲟⲥⲙⲉⲓⲛ	ⲉ|ϥ|ⲉⲣⲕⲟⲥⲙⲉⲓⲛ
ϧⲉⲛⲛⲓϩⲙⲟⲧ	ϧⲉⲛ|ⲛⲓ|ϩⲙⲟⲧ
ⲛⲧⲉⲡⲓⲡⲛⲉⲩⲙⲁ	ⲛⲧⲉ|ⲡⲓ|ⲡⲛⲉⲩⲙⲁ
ⲛⲉⲙⲡⲁϥϩⲱⲣⲡ	ⲛⲉ|ⲙⲡⲁ|ϥ|ϩⲱⲣⲡ
ⲛⲛⲁⲩ	ⲛ|ⲛⲁⲩ
ϧⲉⲛⲡⲓⲉϫⲱⲣϩ	ϧⲉⲛ|ⲡⲓ|ⲉϫⲱⲣϩ
ϯⲕⲩⲣⲓⲁⲕⲏ	ϯ|ⲕⲩⲣⲓⲁⲕⲏ
ⲙⲡⲁϥϩⲱⲣⲡ	ⲙⲡⲁ|ϥ|ϩⲱⲣⲡ
ⲉⲡⲧⲏⲣϥ	ⲉ|ⲡ|ⲧⲏⲣϥ
ⲉⲧⲥⲁϩϯ	ⲉⲧ|ⲥⲁϩϯ
ⲉϥⲫⲱⲣϫ	ⲉ|ϥ|ⲫⲱⲣϫ
ϧⲁⲣⲱⲟⲩ	ϧⲁⲣⲱ|ⲟⲩ
ⲉϥⲑⲟⲛⲧⲉⲛ	ⲉ|ϥ|ⲑⲟⲛⲧⲉⲛ
ⲉⲡⲓⲥⲱⲧⲏⲣ	ⲉ|ⲡⲓ|ⲥⲱⲧⲏⲣ
ⲉⲧϫⲱ	ⲉⲧ|ϫⲱ
ϫⲉⲡⲓⲛⲓϣϯ	ϫⲉ|ⲡⲓ|ⲛⲓϣϯ
ⲉⲧϧⲉⲛⲑⲏⲛⲟⲩ	ⲉⲧ|ϧⲉⲛ|ⲑⲏⲛⲟⲩ
ⲉϥⲉⲣⲃⲱⲕ	ⲉ|ϥ|ⲉⲣⲃⲱⲕ
ⲛⲁⲩⲛⲏⲟⲩ	ⲛⲁ|ⲩ|ⲛⲏⲟⲩ
ϩⲁⲣⲟϥ	ϩⲁⲣⲟ|ϥ
ⲛϫⲉⲛⲉϥⲥⲛⲏⲟⲩ	ⲛϫⲉ|ⲛⲉϥ|ⲥⲛⲏⲟⲩ
ⲉⲩⲓⲛⲓ	ⲉ|ⲩ|ⲓⲛⲓ
ⲛⲭⲣⲏⲙⲁ	ⲛ|ⲭⲣⲏⲙⲁ
ⲛⲉⲙϩⲁⲛϩⲃⲱⲥ	ⲛⲉⲙ|ϩⲁⲛ|ϩⲃⲱⲥ
ⲛⲁϥⲥⲱⲣ	ⲛⲁ|ϥ|ⲥⲱⲣ
ⲉⲧϧⲉⲛⲡⲓⲧⲟⲡⲟⲥ	ⲉⲧ|ϧⲉⲛ|ⲡⲓ|ⲧⲟⲡⲟⲥ
ⲛⲁϥϣⲟⲡ	ⲛⲁ|ϥ|ϣⲟⲡ
ⲛⲥⲟⲗⲥⲉⲗ	ⲛ|ⲥⲟⲗⲥⲉⲗ
ⲉⲩⲛⲏⲟⲩ	ⲉ|ⲩ|ⲛⲏⲟⲩ
ⲉⲩϭⲓ	ⲉ|ⲩ|ϭⲓ
ⲛⲟⲙϯ	ⲛ|ⲟⲙϯ
ⲁϥϩⲟⲛϩⲉⲛ	ⲁ|ϥ|ϩⲟⲛϩⲉⲛ
ⲉⲧⲟⲧⲟⲩ	ⲉⲧⲟⲧ|ⲟⲩ
ⲉⲧϧⲉⲛⲡⲓⲁⲃⲏⲧ	ⲉⲧ|ϧⲉⲛ|ⲡⲓ|ⲁⲃⲏⲧ
ϫⲉⲉϣⲱⲡ	ϫⲉ|ⲉϣⲱⲡ
ⲛⲧⲉⲓⲥⲁⲁⲕ	ⲛⲧⲉ|ⲓⲥⲁⲁⲕ
ⲛⲑⲏⲛⲟⲩ	ⲛ|ⲑⲏⲛⲟⲩ
ⲙⲡⲉϥⲧⲁⲙⲟϥ	ⲙⲡⲉ|ϥ|ⲧⲁⲙⲟ|ϥ
ϫⲉⲛⲛⲉϥϭⲓⲥⲓ	ϫⲉ|ⲛⲛⲉ|ϥ|ϭⲓⲥⲓ
ϧⲉⲛⲡϫⲓⲛⲑⲣⲉⲡϭⲟⲉⲓⲥ	ϧⲉⲛ|ⲡ|ϫⲓⲛⲑⲣⲉⲡϭⲟⲉⲓⲥ
ⲧⲁⲙⲉⲡⲓϧⲉⲗⲗⲟ	ⲧⲁⲙⲉ|ⲡⲓ|ϧⲉⲗⲗⲟ
ⲉⲛⲏ	ⲉ|ⲛⲏ
ⲉⲑⲛⲁϣⲱⲡⲓ	ⲉⲑ|ⲛⲁ|ϣⲱⲡⲓ
ϫⲉⲙⲏ	ϫⲉ|ⲙⲏ
ⲛⲁⲉⲣⲟⲩϩⲱⲃ	ⲛⲁ|ⲉⲣ|ⲟⲩ|ϩⲱⲃ
ⲉϣⲧⲉⲙⲧⲁⲙⲉⲛⲉϥⲉⲃⲓⲁⲓⲕ	ⲉ|ϣⲧⲉⲙ|ⲧⲁⲙⲉ|ⲛⲉϥ|ⲉⲃⲓⲁⲓⲕ
ⲁⲓϣⲁⲛϫⲟⲟⲥ	ⲁⲓϣⲁⲛ|ϫⲟⲟ|ⲥ
ⲉⲡⲁⲓϩⲁⲅⲓⲟⲥ	ⲉ|ⲡⲁⲓ|ϩⲁⲅⲓⲟⲥ
ϩⲱϥ	ϩⲱ|ϥ
ϫⲉⲁⲩⲫⲟⲣϫϥ	ϫⲉ|ⲁ|ⲩ|ⲫⲟⲣϫ|ϥ
ⲛⲉϥϧⲉⲛⲧⲛⲉϫⲓ	ⲛⲉ|ϥ|ϧⲉⲛ|ⲧ|ⲛⲉϫⲓ
ϯⲛⲁϣⲱϥⲧ	ϯ|ⲛⲁ|ϣⲱϥⲧ
ϯⲛⲁⲩ	ϯ|ⲛⲁⲩ
ⲉⲡⲓⲥⲁϫⲓ	ⲉ|ⲡⲓ|ⲥⲁϫⲓ
ⲉϥⲧⲟⲙⲓ	ⲉ|ϥ|ⲧⲟⲙⲓ
ⲉⲧⲁϥϯ	ⲉⲧ|ⲁ|ϥ|ϯ
ⲙⲡⲉϥϩⲏⲧ	ⲙ|ⲡⲉϥ|ϩⲏⲧ
ⲉⲛⲓⲅⲣⲁⲫⲏ	ⲉ|ⲛⲓ|ⲅⲣⲁⲫⲏ
ⲛⲍⲏⲧⲏⲙⲁ	ⲛ|ⲍⲏⲧⲏⲙⲁ
ⲉⲣⲁⲧϫⲟⲙ	ⲉⲣⲁⲧϫⲟⲙ
ⲛⲓⲗⲟⲅⲟⲥ	ⲛⲓ|ⲗⲟⲅⲟⲥ
ⲛⲧⲉⲛⲓⲥⲁϧ	ⲛⲧⲉ|ⲛⲓ|ⲥⲁϧ
ⲟⲩϧⲉⲗⲗⲟ	ⲟⲩ|ϧⲉⲗⲗⲟ
ⲉⲟⲩⲛⲓϣϯ	ⲉ|ⲟⲩ|ⲛⲓϣϯ
ⲛⲁⲥⲕⲏⲧⲏⲥ	ⲛ|ⲁⲥⲕⲏⲧⲏⲥ
ⲉⲑⲃⲉ	ⲉⲑⲃⲉ
ⲉⲫⲏ	ⲉ|ⲫⲏ
ⲉⲑⲙⲟϣⲓ	ⲉⲑ|ⲙⲟϣⲓ
ϫⲉⲓⲥ	ϫⲉ|ⲓⲥ
ⲟⲩⲓⲥⲣⲁⲏⲗⲓⲧⲏⲥ	ⲟⲩ|ⲓⲥⲣⲁⲏⲗⲓⲧⲏⲥ
ⲇⲟⲗⲟⲥ	ⲇⲟⲗⲟⲥ
ⲛⲟⲩⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲛ|ⲟⲩ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛϯⲡⲟⲗⲓⲥ	ⲛ|ϯ|ⲡⲟⲗⲓⲥ
ⲛⲛⲓϣϯ	ⲛ|ⲛⲓϣϯ
ⲙⲡⲉⲙⲑⲟ	ⲙ|ⲡⲉ|ⲙⲑⲟ
ⲛⲉϥⲥⲁϫⲓ	ⲛⲉϥ|ⲥⲁϫⲓ
ⲛⲁⲫⲟϩ	ⲛⲁ|ⲫⲟϩ
ϣⲁⲁⲩⲣⲏϫⲥ	ϣⲁ|ⲁⲩⲣⲏϫ|ⲥ
ⲛϯⲟⲓⲕⲟⲩⲙⲉⲛⲏ	ⲛ|ϯ|ⲟⲓⲕⲟⲩⲙⲉⲛⲏ
ⲛϫⲉⲛⲓⲥⲛⲏⲟⲩ	ⲛϫⲉ|ⲛⲓ|ⲥⲛⲏⲟⲩ
ⲁⲩⲉⲣϣⲫⲏⲣⲓ	ⲁ|ⲩ|ⲉⲣϣⲫⲏⲣⲓ
ⲁⲩϯⲱⲟⲩ	ⲁ|ⲩ|ϯⲱⲟⲩ
ⲉⲧϭⲱⲣⲡ	ⲉⲧ|ϭⲱⲣⲡ
ⲛⲛⲉϥⲙⲩⲥⲧⲏⲣⲓⲟⲛ	ⲛ|ⲛⲉϥ|ⲙⲩⲥⲧⲏⲣⲓⲟⲛ
ⲉⲧⲉⲙⲡϣⲁ	ⲉⲧⲉ|ⲙⲡϣⲁ
ϫⲉⲉⲩⲉⲛⲁⲩ	ϫⲉ|ⲉⲩⲉ|ⲛⲁⲩ
ⲛϫⲉⲛⲏ	ⲛϫⲉ|ⲛⲏ
ⲉⲧⲉⲙⲡⲟⲩⲛⲁⲩ	ⲉⲧⲉ|ⲙⲡ|ⲟⲩ|ⲛⲁⲩ
ⲙⲡⲟⲩⲕⲁϯ	ⲙⲡ|ⲟⲩ|ⲕⲁϯ
ⲛⲁϥⲉⲣⲡⲣⲟⲕⲟⲡⲧⲉⲓⲛ	ⲛⲁ|ϥ|ⲉⲣⲡⲣⲟⲕⲟⲡⲧⲉⲓⲛ
ϧⲉⲛⲛⲓⲁⲣⲉⲧⲏ	ϧⲉⲛ|ⲛⲓ|ⲁⲣⲉⲧⲏ
ⲛⲧⲟⲩⲥⲱⲧⲉⲙ	ⲛⲧ|ⲟⲩ|ⲥⲱⲧⲉⲙ
ⲉⲡⲉϥⲥⲱⲓⲧ	ⲉ|ⲡⲉϥ|ⲥⲱⲓⲧ
ϧⲉⲛⲭⲱⲣⲁ	ϧⲉⲛ|ⲭⲱⲣⲁ
ⲁⲟⲩⲙⲏϣ	ⲁ|ⲟⲩ|ⲙⲏϣ
ⲭⲁⲡⲓⲕⲟⲥⲙⲟⲥ	ⲭⲁ|ⲡⲓ|ⲕⲟⲥⲙⲟⲥ
ⲛⲥⲱⲟⲩ	ⲛⲥⲱ|ⲟⲩ
ⲁⲩⲉⲣⲙⲟⲛⲁⲭⲟⲥ	ⲁ|ⲩ|ⲉⲣⲙⲟⲛⲁⲭⲟⲥ
ⲛϧⲏⲧⲟⲩ	ⲛϧⲏⲧ|ⲟⲩ
ⲙⲉⲛⲉⲛⲥⲱⲛ	ⲙⲉⲛⲉⲛⲥⲱⲛ
ⲉⲛⲁϥⲟⲓ	ⲉ|ⲛⲁ|ϥ|ⲟⲓ
ϫⲉⲁⲫⲏ	ϫⲉ|ⲁ|ⲫⲏ
ⲉⲣⲁⲡⲟⲧⲁⲍⲉⲥⲑⲁⲓ	ⲉⲣⲁⲡⲟⲧⲁⲍⲉⲥⲑⲁⲓ
ⲙⲡⲓⲕⲟⲥⲙⲟⲥ	ⲙ|ⲡⲓ|ⲕⲟⲥⲙⲟⲥ
ⲁϥⲉⲣⲙⲟⲛⲁⲭⲟⲥ	ⲁ|ϥ|ⲉⲣⲙⲟⲛⲁⲭⲟⲥ
ⲓⲁⲛⲛⲏ	ⲓⲁⲛⲛⲏ
ⲟⲩⲅⲉⲛⲟⲥ	ⲟⲩ|ⲅⲉⲛⲟⲥ
ⲉⲧϭⲟⲥⲓ	ⲉⲧ|ϭⲟⲥⲓ
ⲛⲉⲟⲩⲉⲃⲟⲗ	ⲛⲉ|ⲟⲩ|ⲉⲃⲟⲗ
ϧⲉⲛⲧϩⲁⲓⲣⲉⲥⲓⲥ	ϧⲉⲛ|ⲧ|ϩⲁⲓⲣⲉⲥⲓⲥ
ⲛⲛⲓⲁⲧⲥⲙⲟⲩ	ⲛ|ⲛⲓ|ⲁⲧⲥⲙⲟⲩ
ϫⲉⲓⲥϫⲉⲛ	ϫⲉ|ⲓⲥϫⲉⲛ
ⲡⲓϩⲁⲅⲓⲟⲥ	ⲡⲓ|ϩⲁⲅⲓⲟⲥ
ⲇⲓⲟⲥⲕⲟⲣⲟⲥ	ⲇⲓⲟⲥⲕⲟⲣⲟⲥ
ⲙⲡⲉⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲙⲡⲉ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲉϫⲱⲟⲩ	ⲉϫⲱ|ⲟⲩ
